sent	label
~443^~673^~438^~761v98^~38^~369^~344^~944v327^525v614^~55	0
~285^306^804v~565^~846v393^~149	1
696	0
~513v273v~191^816v~164^~347^252^75	1
72^~560v~30^~463^164^153v~352v~602^~270^908^557^~100	0
~761v~239^573^225^525^~899v291^~142v833^563^779^910^552	1
~896^~624v~548^42v~785v567v26^485^541^574	1
248	0
626^203^142^~196^267	0
~21^993^~320^874	0
~587	0
~215^147^28^770v59^~719^~743^~933v674^941v~450^~458	0
~740^~751^712^~99^352v~702^761^888^236v22^~119^~34^~290^~270v130^~26^~973v~590^~144^173^722	1
~174^495^~945v38^454v977^590^862^932v174	1
~402^~378	0
33^~938^51^85^603v~155^129^~489^~664v~437^~51	0
~906^~945^~953^~555^474v693^822v694^~779^758v~609^789	1
778^655^134^~977v~366^~817	0
~287^~494^~622^403^~369v~658^139^303^700^793v842^~19^~703^~444	0
~299^511^~935^336^968v426^~317^472^392^665	0
~979^824v866^~121^~804v2^912^314^79v775	1
~399^~516^849v962^90^191^~816v~227v~82^~313v938^~93^760^~264	1
983^~487^309^541^~627v556^300^~8^87v469^~79^435^927^629v121^811v~168^~613^~267^~6	1
~631^147v135^556^~481v~48^~784^349^~640	0
~787^309v~480	0
~684^~507^243^126^368v~266^~1000^~539	0
678^~453^673^170v~162^~342^~553v765^~35^13^~952	0
214v350^~305^~596v~663^~811	1
962^234^702^128	0
~836^781^~204^23^524	0
~937v107^~305^636v397^~848^289^464v~770^~488^369v~196^~825^~507	1
~823v~971^~301^~498^982^~495v605^~593^~350^790^~353v~83^929^~495^963^780v517^467^913^~970^64	1
~877v~902v~702^~418^~976	1
661v757^474^582^~18	1
~939v766^~544v~857^~69^712^~912v447^~876^871^~838	1
~798^168^863^274^~916v478^223	0
~979^660^~696^~712v~376v~987^~181^576^689^~275	1
~722^~498^473^625	0
225v730^~587^~832^9^~989	1
396^450^224v341^9^~72^~735^~848v~909^~466^~89^~766^~338v~162^968^~26	0
~141^~465^~534^~138	0
~336^~564v316^~82^~71^916v~489^14^468	1
779v927^~79v529^~943^~907^569^728v407^~253^~696^415	0
140^~298	0
~960^614^~433v~964^316^~106^~835^~947v~980v~757v906^485	1
~513^~81^~537v804^718v193^706v577v~122^~693^~355	1
~134^295v~877^~972^19^~582^~697v575^565^933	0
~382^~166^~522v570^661^~652^~575^~236	0
~240^807v~97^~495v~715^~616^~435^693v~573v~40^626^587	1
314^463^~95^201^~819v632^971^881v836^~340^126	0
930^~728v~19^464^31^~958v~105^~447^732	0
766^~752^507v~467v~778v271^~65^~404	1
802^140^597^~701^436v~870^~549^376	0
~386^597^~565v~873^~188^408^~965	0
684^314^908^~128v~864^929^372^~127^361v~877v~283^775^~927^757v546^275	1
676^909^560^~457v~765^74^543^857v~743v~344^~651^~634^~350^540	0
~876^59^~86^428^536	0
~235^~155^427	0
~694^~879v~218^~508	1
711^348v483^739v806^622^~915^692^129	1
562v~152^743v~158^~451v833^136^945	0
~270^220^340^483v827^192v~348	1
~670v544^333^192^~861^~499v~37v~879^997^~610^~286^~774v~942^741^62^202^512	1
829^429^519^~807v94v~326^810^~529^906^~374v679	1
704^~451^247v315^859v~870^~727^~646v488^~243^~904v160^~717^~9	0
327^181^~478^~116^~794v~678	1
973v~353^~5v~743	0
~808^~439	0
~349	0
~490^~356^420^~628v~308^~724^~759	0
~720^~921^~232^~682^~825v~230^335^269^~592	0
298^995^461^~851^651v665^~344v477^544^828^163v951^369	0
~422v260v291^~357^299^~954^~853	1
~860^199v980^~31^865	0
310v185^~490^251v~435^~969^156	1
~744^~239^~39v97^~672v674^~687v~1000^162v~603	1
332v~264^~752v~609^~614^~103	1
406v~259^~215v854^996^113^957^909v~620^753^~212	1
~198^~265^~294^~44^546v~446^103^~962	0
~688^703v421^~976^914^~122^~204v538^~484^~630^~160v~104^672^784^~928	1
~789^179^5v~477^~52^403^~467	1
~705^678^~176^~432^~298v798^~152^~782^~80^266	0
113v~313^267^~872^~781^306	1
~553^~962^94^~242	0
122^~392^783^465^868v~940^180v~155^607^~195^~692v112^~430^507^183	1
995^~231^686^~584v~759^514^~406	0
~434^179v~443v267^~36^968^~971^~640v347^~758	1
~440v~480^124^591^~595v170^~116v818^~430^~339v344^~511	1
344^101^~207^~237v548^616	1
~527^~125^322^391^380v~515^~564^747^~104	0
~551^~517^1v373^33^~801^866^233v792^880^~407^588^~886	0
473^~415^~34^~475^~548v863^~559^796^~156v363^57^293	0
~90^973^140v~283^~46^~989^885v476^~681^892^687	0
~42^994^818^446v~105	1
~826^~671^~342^~581	0
736^~493^733^55v~93	1
498^595v~12^~892^~400^462^942	1
762^399v655	0
170^414	0
~645^353^469^45^161v~17^633	0
~300^933^65^514^121v488^757^688^588^784v~336^~3^~764^~220	0
565^787v957^~591v~20^456^~641^142^~23v~224^~908v~708^~144^~109	1
776^293^~833^935^842v445^119^~691^~795v~911^223^~819^~775^771v~954^~237^327^~809v571^76	1
~81^592^155^~103^~254	1
76^674v271^75^~622v191^~974^908v886^13^~479v472^94^~885^~248	0
264^329^25^~756v~879^56v~913	0
953^~285^171v~932^459^~336v817^~879^357v~332^~772^463^113^~957v603^67^~325	1
~510^791v514^145^860	0
626^~580^733^613^~779v~98^976^~951^931^~592	0
893^555^994^~285^73v755v~950^514^~88^~82^320	0
367^~343^~405	0
910^448^698^388v47^153^~350^~195v~274^~818^~683	0
~668^138^93v331^~615v374^~538^911v~393^13^~755^~591^290v~330	1
~383v65^~124^~346v~58^~236v733^~785^540	1
~791	1
~300^187^773v~299^~337^~643^~641	0
874^266^~333v~526^~791	1
108v677^342^98	1
~550^~249^527^594^307v470^~106v~169^~323	1
~622v186v302^~508v36^~352v235^~991^~129^~60^~673	1
~368	1
437^953^~640v~327^~859^~483^~80v36^231^~678^~764	0
~602^35^925^903^~771v~948v971^821^~996^~90^~782v660	0
~828v70v143v~338^~509^913	1
765^~572v253^774	0
~178^869^~477^270^44v~399^~806^~884^~546v829^~173^~498	0
~461^~175v561^979^600^~404v928^83^893^~872^348	0
~722^~652v592	1
~142^680	0
712^949^112^241^242v~83^296^~470v733^564^44v965^~288	1
~57^~432^975^191^~223v736^147	0
~45^~954^953^864v~388	1
~260^~931^177v~829^~679^~676^540v~859v~318^~759^525	1
~395^~602^45v~826^962^172v610^277^~975^989v~638^276	1
924^~889v~46v~834^678^~566^~441^821v113^~797^387^629	1
572^~427^~886^236^384v103^~870v~964v530^~191^~885^~453^854v69^~403^578^~805^94	1
~192^553v~677^~25^~298v927^838^~614^954	1
530^~63^673^209v~405^782^987^871	0
~630^286^~478^298v632^343^440^515	0
~554^998	1
664^942^~145^998	0
~831^~441^505v~329^~993	0
771^~585^~599^751^~570v756^155^245	0
~289	1
~283	0
~580v973v~165^~374v167^~370v781^697^653^~514	1
~244	0
~429	1
607^~471	0
~646^~622^270	0
229^815^707v451^526^722^~171v~310^~921^967^~32^~353	1
~936^~884^~304^977^~746	0
156^114^~161^342v~967	0
428v430^~30^200^~364v~224^137v971^~10^~779^~687	1
~357^~98^~744^508v~416^~342^~872^~973	0
729^~910^280^~181v825^34v693^~13^625^~373^~245v730^143^~500^~21v~862	1
~674^~714^~68^390^~639v457^481^~494^~625^879	0
278^~502^823^~843v423^~694	0
~228^~827^655v386^870v10^~567^~640^854^~582	0
803^618^190^~75^~120	0
~63^365^826^488v~25	1
~182^~483v~825v361v~302^~685^~710v90^252^~690^~10	1
524v352^518^883	0
~678^752^926v374^541^~765v92^~130^105^632	0
456^~525	0
~524^~831^345^985^~121v424^~256^~485^223^965v279^~699^~684v993^621^~185^983v~879^877^~378^512^662	0
550^269^~342^578v981^~102v644^~61^103	1
~176^~402	0
403v~832^~307v~904^624v~363^117^672	0
~816^592^~810^~883v529v~611^720^854^~530v271	1
990	0
213^775^763v~93^~990^840^~50^~370	0
~24^663^~222^352^930	0
290^~498^~865	0
~987^664^605^894v3^487	0
~458^~547v~380v564^~80^429	1
357^146v201^992^~505^201v~79	0
~713^~680^779^~143v418^~373^~226v438^246^~193^~969^236v~770^~117v~2^~718^656^770^~159	0
~301^767^636v208v~47	1
681v~822^966^417^~233	1
~642^699^~29^719^~534	0
~992^~120^~351v522^~333^548v306v~605^~596^~406^76^80v~783^~386^870^715	1
~986^~448v968^~62v~520^67^171	0
620^~646^~285v~618v~842^30^439^27	1
42^697^~832v105^567v~264^~624^614	0
~118^162^~822^76^853	0
200^459^1000^352v270	0
~789^667^538^~938^~959	0
952^~420^~93v122^~78v37v~47^~796^~615^~72^~889	0
408v560^~515^703v~956^58^817v114	1
~335	1
295^465^222^197v812v~818^149^~226^648^~409v349^558^969^509v318^~678^~814	1
~934^~443^803v~50^~333^842v405v299^123^~57^~625^~487v529^499^~387^~483^~248	0
~753^41v~305^~415^~210^746v354^~319^~72^~917	0
~209^257^~201^~257v~840^~209^538	0
450^512^~160v~516^~584^574v~896^~256^~92v~335^~450^~39^~479	0
~855^229^716v~420^~927^822^~256	0
~368^~914v925^~704^~198v681^289^817^662	0
558^~750v625^~169^386	0
108v~51v812^~335^~86^404v~667^~150^125	1
~715^268^721^917	0
912^429^80v819v~795^206^338^~185	0
240^866^889^439	0
994^729^~195v932^~792^290v~343^475^403^5^986v~287^~48^~310^~446v631^~149	1
299^795v~545	1
~148^~168v~458^~752	0
~789^~401v~374^541v~299^562^216^~901^222	1
~466^319^731^~459	0
~954^~967^43^~289v624^924^~12v~219^~421^~554	0
~268^~334^790	0
~95^~578^17^~864^244v~950^~199^244^173^~22	0
901	1
~931^~628^~472v456^~116^~202^221	0
~150^~732v662^~872^~985	0
~724^109v~38^~159v~921^~536^~157^43^~532v~693^~414v719^945^~493^977^351	1
~251^~404^133^~181v945^~648	0
557^406^~293v771v~20^~298^189^~320v~322^~458^710^276	1
56^45	0
~297v~582^11^~679^~467^324v443^~447^~479^749v~619^739v284^~140	1
~614v~349v871^~807^~710^~7	1
234^101^~913^9^~132v~156v436^~595v420^~865	0
~534^~115^557^669v~605^184^~452^~455v~284^310^10v~729^982^168^952^310v~270^~745	0
~791^~574	1
453^~332^220^~383v~855v~863^~972^~510^~445v32^967^318^413^323	0
~924^901^246^~745v811^~483^~246v780v960^348^~760^~838v~244^566^~233	1
~93^498^208^139^240	1
~842v247^967^806^945^~584v~977^724^~872v~294^~869^536^533v811^~232^~702	1
~282^~144^22^~408^~670v962^252^482	0
228^577^127^~44^192v~183^~366^~836v698^~518^454v494^~856^704^595	0
~475^~170v~727v786^441^258^103v~530^400	0
173v552^~957^211^861	0
409^~848^~419v609^450^~861^94^~131v581^180^332v~687^~491^~825	0
~854^~977^~166v72^~20v515^~537^~584^~786v203	1
~770	0
~353^~127^~721^151v646^356^~859^776^~626v~30^415^~137^911^615v~408	0
~319^~178v~98^819^~802v195^~913^292v760^689^522^641^~271v607	1
~309^~888^~142	0
992^353^535^234v~113^517^~496^~812^960	0
~40^~570^~374^12^673v479^~701	1
247v853	1
~579^874v~930^~513^~469^225v575^775^964	0
~754^294v409v635^865^988^382^635v468	1
~823^521^~573^679v~450^~455^~853v~64	0
233^~757^~178^294^604v~483^~918	0
~789^24^870^~425^~61v~237^~4^841	0
58^860^~311v504^~419^~593^782	0
132^297v~643^806^~285^~191v329^6^74^~611^622	0
802^54^~577	0
179^788^~728v~319^447^~108v394^874^586^68^450	0
~927v~803^~217v452v~446^~306^~885^302^657	1
~918^~792^478^493v721v239^515^~801^88^~784	0
609^262^~827^~434^~900v377^~426^768^~932^953v208^181^52^66^~665v747^~468^777^923	0
78	0
~804	1
120^~183^335v~671^~879^99v~353^~969^764^412^24v463^697	1
~837^152^~744	0
~686v~635^~746^~553^631v482^~532^~436^342	0
~219^~926^~343^~872v~648^~691v209^~187^~109^~670^384v~398^831^716	1
260^390^~107^~886v222v~127^916^~922^~287^~312v~956v~690^~476	0
~935^585	1
~463^656^~744^705^~78	0
17^94^~782^542v773v~788^~989	0
~307v~195^329^~105v382^~601v~455v390^172^937	1
981^~330^~5^~193v~46^~162^428^~16^~660	0
~621^671v~753	1
829^794^~585v372^~851	0
352^~896^261v380^~920^405^392v~821^266v980^603^~739^894^586	1
278^~705^129v~453^781	1
959^290v794^~512^~68^~568v~682^377v77	1
847v751^~231^577^258^~857v~40^953	1
409^~809	1
423^222^~479^38	0
~98^~64^841^406^731v~875^~732v~949^~210^~501^495^412	1
593^~968v~133^~953^992	1
103^284^850v448v835^~396^~106^475^867v375	1
~529^~733^866^~827^~301v307^458^246^~319v334v~877^~607^~503^536^~742v430^784^707	0
~544^~893v538v200	1
~903^~609^~969^~515v~20v~990^745v~970^~502^281^671^~878v~995^297^~739^563	1
802	0
570	1
728^~978^~247v~468^408^309	0
~774^576^698v~881^~246^~398v658^497v442^129^~711^896^621	1
283	1
752^~894^502^~568	0
493^811^931^13^~514v831^~725^119^492^499v546^~657v~151^299v419^618^~849^~677	1
~161^~79v~59^~68^337^958v~800v55^850	1
~368^931^~354^~870^51v~953^~287^118v250^883^~325^~765	0
995^~195^886^~295v~103^~757^~701^816^890v~778^~762^~353^467^~342v805	1
761^572^781^157^730v~624^~431^406^~851v~495v~989	1
~114^885v572^923v~2^~41v397^~287v419^587^774^614^108	1
907^~874	0
~420^979v528v246^49^~350^~459	1
404^~542^259^828	0
~802^~579^19v~142^545^~908^~878^~254v~683^~657v~757v~862^~24	1
282^~107^744^931^~33v215^~187^~69^~50^573v~584^~604^~124^559	0
542^286^84^~101^~423v~420^~10^133^~416^~764	1
37^740^~249^848v~116^~986^~657^412	0
~552^952^408^~911v67^~870^~624v735^~201^~54^212v~76^~734v56^~319	0
~187^~78^~108^323^184	0
~276v2^815^388v~256^55^~435^~926v935^~208^234^45^239	1
270	0
~390v~28^698^~975^~320v~500^704^342^720^74	1
913^~589^370^~132^876v~593v~644^~553^~281v954	1
~962v~190^949^~395^946^~748v~807v~254^~691^~153^373v577^107	1
805^353v765^597v323v~563^~100^985v527^~6^80^~543	0
~600^644	0
~781^565^287	0
~112^~447^91^52v455^455^507v~249^396v~734^~685^243^210v215^438^~221	1
~466^919^12^~185v~665^~494^~398^~996^789	0
816v680v139^~653^~169^971^~627v974^97^~225v580^~649^816^846	1
121^~613^~961	0
~550^932v~679^~940	0
265^539v~467^~5^~941^311v~610^528^112^538^~401v909^~648^939	0
~86^1^266^~101v334^~890v~616^299	0
8v662^~297^~331^683	1
577^21^793	0
~402^~725	0
~73v460^629v215^150^265^~409	1
~630^615^398v985^~858^590^658v~781^~365^616^~276^~945v54^587^416	0
~251^525^~358^622^783v~856^~297^560^~400^670	0
429^480^~777^230v271^~593^~85^155v423^~731^~940^388v606	0
~358^~52^~361^~85^~812v~494v~663^883^~727^~786^~253	1
657v720^9	1
867v541v~835^556^935^213^~611v~655^~762^~951^656	0
802^~327^117^~455v~22^~656^~962v511^936	1
~241^~472^~85^~986^667v~620^~383^~464^~812	0
~715^~668^~27^146v182^~723^334^602	0
748^~990^32^~471^~730v~710^~986v718^~378^~532	0
~798^~893^~376^~327v90^~869^~858^927	0
~883v351^782^~299^142	1
~61v358v662^235v115^~816^591^~190^~765v~160^118^503^295	0
789^348^~417^29v350^~2^9	0
406^505v~977^108^604^~434^~191v~718^~400v164^~471^767	1
~680^144^228	0
389v~716v~732^~976v20	1
~360^296^793^~501^~497v~730v165^~816^~462v~929^460^~563^~119	1
~751v514^986^~109^~900^199v819^~382^~429v~951^~305^538v171^~759^~927^~991	1
116^~96^105v362^925^~618^~900v~285^295^~635^654^590v58^508^~134^~999v~453^245^777^~103	0
~364^874v~311^~202^104	0
398^~536^184^605v634^309v~342^~260^~693v434	1
850v454^~975^~6^478^26v560^391^123^992	1
~85^~587v554^49^~763^207^444v421^405v897^846^~427^~915v~517^922	0
~302^~961^791^~570^791v833v801^~716^902^699v535v375	1
997^~344^~484v~463^534^~553^~327^~727	0
144^~373^~88^~258^650	0
406^~594^925v~996^998v548^~39^586^~83	0
49v259^231^240^456^~12	0
374^~133^~153v~430v~233^898^64^~178^~396	1
710^~565v759^779^987^~388^~337v222^~316v~1^~405^313^600^721v947^~953^572	0
978v611^~859^706^625	1
548^~810^~881^~167^~357v659v675^474^657^~786^~206v36^215^238^~816	0
~251^777^~726^606v285^~482^732^831^541v289^~835^~976^68^~224v411^~724^~419^~691^~95v324	0
~90^873	0
906^303^744^~162v~330	0
316^~418v420^984^640v388^376^140^932v886^30^~96^~872	1
44^618^873^~268^258v~17^394v~986	1
696^~597^404^424^129v152^~374^506^291	1
~583^~76^969^~40^~959	0
942^~214^~381^506^357v~770v~873v548^64^~344^~21	1
~556^~83^745^~256^~505	0
802^~869^952v~501^~994v918v40^380^~709^133	0
859^499^~501v908^~711^~190^~22^774v~835^~62^~105^561v~76^~380^~641^~890^466v~272^484	1
618^166v~167^~531	0
452^~534v~117v992^~28^~908v~95v181	1
~326v~217	1
757^32^769v~781^895^720	0
792^~707^502^~370^977v909^112^706^~325	0
754^84^628v97^~811^~668v~536^485^729^617	0
~525^~580^86^837v714^359^~560^48^713v~47v799^~843^137v338^293^452^215	0
~330	0
~392	0
580^933^~159^~207^192	0
~852^~449^164v~869v43^978^332^649	1
~509^~99^388v~788	0
~233^982^810^491v~950	0
~962^678^~808^655^~690	0
~953v~332^265^765^745v710^~703^~369^456^~992	0
167^84^626^27v~547^405^~479v~217^787^~198^70^~734v121^894^661^~755^~13	0
~160^957^802^~641^344v~115^592v202v854	1
23^~381^4v~208^635^~26^957	0
546^180	1
~39v~834^~950	0
692^588v~424v~237^609v~957^444^47^304^644	1
873^~715^~958v679^662^465^235^598v~81^~336^116v~810^~928^~220^929^606v~654^~59^~933^~640	1
~793^~871^191v~265^~176^~191^~360	0
~890^278^255^72^319v~738v513^422^~303v439^~530^680^448^~157v17^949^~950	1
914^884^4^~585^916v8^964^101^~844^~745v148v~378^455^~127	1
~360^80^429v841^192^863v~979^512^~17^591v765^917^106^~223^238v~736^464^702^~617	0
452^863^269^914v114^547v~996^~869^998^~398v643^~416^~766^~88^373v~376	1
419^884^423v~927^750^271^~82^200v129^661^698v~243^634^981^879^~773v~948^~670^~326	0
~923^330^698v~5^742^927^108^779v~279^22^419^786^268	0
~594^~545^308^~317^~67v~234^~303	0
~990^910^443^~118^542v~332^~189^687^112	1
922v714v554^~839^~507	0
207v214^~493^443^602	0
307^974^~983^44v942	1
~753v~914^551^559^~137v~86^472^842v~535^~733v~792^443^151^481^669	0
~402^297^173^772	0
~239^~87^~304^~399	0
~589^225v~323^~538^~736v42^~838^351^~885	1
40^~928^189v427^695^~83v~978^230	0
~389v167^~509^~372	0
226v~367^~114^198v722^~487	0
~106^857^~319^206v673^~372^~250^~559v130^~742v~254^155	1
972^~653^528^5v~645	0
596v656v680^506^510v~37^864^~550v~789^~399^~392^~539	0
511v~681^5v~257v344^~479^600^~75^~689	1
403^~331v89v~128^~260^540v~906^532^340^855v146^~840^770	1
~334v~694^762^~255	1
441^135^4^448v~997v298^~608^~500v803^~454^684^~400	1
79^55^828v243^~364v916^185v868^~605	1
447^294^529v396^987^680^584	1
~518v855	1
~778^656^634^376^399v214v474^~502^~121^640^~903v~568^~126^247^474	1
~36v~971^~917^~619^~31^590v~855^858	0
~46^26^~808v~463^~378^287	0
~439^32v~364^854^7	0
295v278^~93^~451^~551	0
654^~964^988v350^653^~198^207^~776v634^~422^512^~459v~574^336^800^715^264	0
923^~787	0
985^941^~219	0
~42^~677v~907^~618	0
864^~896^~816^88v~941v~311v~415^~826v815^~172	1
~889^291^775^941^302v996^152^624v~435^379^~997v434v~211	1
~303^~58^720^~186v573	0
~932^391^~519^9^~893v22^~795^400v~332^323^801^574v~999^~440	0
~756^204v834^~27^~963^613^12v36v284^860^~772^834	1
715^261^~763v~260v~313v~899^790^~408^~437v833^767^~684	1
275v186^~878^~240^930^556v390^44^983	1
~147v538v737^326^~133^411v~791^~790v17^~657^489	1
547^173v715v364^~709^389^~531^~995v~640^700^731^~471^714	0
772^~866^~873^223^559v~254	1
~526^341^80^578v~86^~341^754^643^~51v~470^~917^722^~133^281	0
522^~526^239^~795^299v~497^502^~169^183^~721v182^~21^~836^164^~49v~324^~567v~458^204^671^~19^~802	1
772^~470v126^156^56^775^173	0
~351^~98^~462v478^~524^191^~233^~96	0
~971^642v~157v390^~692^~9	1
~601^~221^234v~223^~910v~343^~161^243^~743^238	0
17	0
~417^58^~363v844	1
~669^392^356^923^149v307^769^~551^152	0
~581^303^80^~134v~290^~446^~371^300^~902v~953^692^~339^~581	0
670v~618^833^273	0
~535v409v~516v252^~355^~755v~749	1
~256^472^~485^986v233^694^758^672^~897	0
~442^314v~91^100^~434^877^~184v~454^989^~332^~997^440v~452^510^~642^219v770^434^~206^~927^188	0
684^23^637^~19^707v938	0
641^~138	0
~989	0
228^~486^313v258^810^13v37^~261	0
~620^~773^911v~568^834^230^~912^76v11^718^946^~703v417^472^607	0
277^268v283^~786^318^~842	0
~178v~270^704v440^472^731v301^~878	1
~622^224^~466v840^~951^930^446^~896v~322^~895v455^~136^842^172	1
~192^~684^703v105^270v231^454^898^~190v580^~633v580^503	1
632^~280^~817^838^~672	0
585^297^~792^~194^461v~692v~464v483^776^~747	1
~689^569^~407^~400v~7v231^591^143^424	1
~202^~710^~458v~306^792^711v~863^~49^770^~895	0
~272v~488^469^~781v278v~866^~72^922^~360v~523^~833^~834^332	1
593^~598^456^133	1
~284^~172^~394^~939^625v~806^~129^~938^621^~626v485^~449	0
~627^~321v~802^~934v266^~354^536^881^~235v~514^~288^566	0
~242^916^~982v~994^~709^775^941^~981v477v676^~464^~684^~501^950v~948^~501^~103^633	1
~753^~506^155	0
671^707^219	1
~5^~167v~410v338^~450^~867v74^431^751^38v~364	0
735^~44^~875	0
~196^~857v~387^~19^~883^899^509v191^697^601	0
356^~644^915^~42v883^~219^646^~580v~350^473	1
~123^~19^678	0
13v~209	0
69^997^~756^~136	0
~98^254v~91^15^~948v756^1000v~242^~459^984	0
~626^242^~363^~501^312v~191^~565^~108^242v~758^166v167^~922^~142	1
~114^~194^783^474^~849v359^537	0
~449^65v~780	0
492^233^~422^689^563	0
~935^~679	0
~259^~431^~702^239^201v~907^596^660v25^819^141v837v~148^~585^298	1
~287^691^692^602v~508v~231^249^~557^~116v~564v~554^642^~687^~49	0
~627^~595v335^~134	0
~821^953^~203^~663v~597^~211^~724^~15	0
~252^~3^~315v44v~150^~833v204	1
~657v~104^267v~882^~544^~696^~816^~368	1
~304^~652^378^~25^821	0
464^351v980v740^~822^~738v~807^238^~544^~348^~829v436^947^805	1
751^~47v14^~576v~147^~76	0
~234v~237^~689^886^476v972v342^~121^~245v~108^17^~738^~583^~66	1
~938^~12v~81^~977^259^~555v224v826^640^302^~812^~190v486^225^~766	1
~243^532^874^18v643^281v613v80^~944v632^~529	1
~31^~172^238	0
772^~206^~577^~883^303v967^223	1
328v918^720v~609^214v45^~436^5^672^92v~804^964^~920^~164^673	1
346^895^~307v314	0
~245v~591^~201^479^~721^54	0
~850^~52^33^168^620v~721^397v835v492	1
106^547v~29^75v~72^~29	1
659^~402v676v988v~617^467^116v~41^319	1
~841^860^~652^479v138^~685v~565^399^~415^~588^~452v~703^451^729v176^~893	0
287^141v~440^~688^~590v~911^402	0
~536^~128^~543v442^869^~844^~906^892v~898^~576^125^562	0
868v304^362^~824^~284^190v~45^455^637^825v~331^~565v~343^157	0
639^~745	0
~772^511	0
473^~471^738^809v481^900^~451^~199v720^~491v~761^~149^~247^56	1
~468^~637^~152^966v~176^~839^~595^202v602^~229v738^870	0
446^~670v362^~931^692v~276^~547v758	1
725^936^65v~181^481^809^958	0
100	0
954^842^~797^826v815^333^~974^~389	0
~499^~430v466^~937v~331^~338v~809v~868^~199^~727^~875	1
682v696^~277^~451	1
943^~925^~527v368^713^407^~678^972v459v~213^449^207^863^897v702^632	1
133^310^999	0
~665^~720^~214^~874^398v620^299^772v~104^~596v~737	1
~270	1
~894^~22^~192^~521^~971v601v134^32^333v~784^257^~684^~911^~327	0
~314^~50v750^294^~39^~944v688^~867v~898^291^282^383	0
621	0
154^~1^355v~918^~127^55^~587^517	0
~301v30^~552^~591^~566^890	1
638^478	0
398^283^~522v503v~985^~569v~615^~951^813^~838^670	1
930v~405^834v~229^~623^169v~960^764^617^~477^671v353^229^185^205	1
608v211^526^394^50v153^~172^~721^~454^~717v~118	1
630^~98^~317v770^~441^395^782v719^525^547v~419^433^866^~979v51	1
~65	0
~44^~306^623^738^~881v968^~451^720^455v488^~135	0
50^~207^610^504v~2^502^332^301v~569v169^~375^~357^~465	0
927^761^~79^~308v~537^757	0
725^206^~997v284^~576^585^~424^~226	1
869^~733^~421	0
~564^736v285^~998^168^773^22v~681^~28^188^~527v~786^~253^773^~365v~740	0
~498v~391v707^~570^~298^222^~18v~855^~392^592^~214v~85^140^709	0
698^~230^84v~1^~347^214^322v~53v468^~149^965v~564	1
~419v~46^572^~516	1
186^~639^572^535^305	0
~773v399^~463^586	1
~873^382v417^~777^~382v~358^242v504^~626v~479	1
~948^861^108^~466^~443v~642^~561	0
~798^418^~453v841^~930^555^880^209	1
557^~964v~582^~335^~192^~562^600v920^859^618^849v440v~8^307^~952	1
872^658^~772v871^182^~87v36^296v157^~429^~476^~513^178	0
153^~219^360^10v188^440^275^928^~741v741v~470^709^~96	1
348	0
~109^~230^~46^~586^156v~857v449^651^~4v21^~204^~91^352v~630	1
806v~748^802^~766v158^427^980^712	1
~138v~863^~211^~852v~133^~178^151^639	0
~128v~363^763v966v655^~69^~442^787^~64v502^420^123^~684	1
929^~782v444^293^~851^~380^83	0
999^~954^563^~497v~476^~438^687^348^54v36^478v554^~122	0
654^~792v~521^~242v205	1
~125^~988v~367^34^~19^291v~727^807v~322	1
865^~657^~327^~44v~679v~606^109^448v196v~810^~274	1
~112v697^608^711^~542	0
946^484^429^449v~147^632^~897^~295v~477^711^146^~320v456^129	1
323^~175v718^283^~849^259^347v~36	0
172v908^998^998v~20^335^752^16^~348v922^382^421^431^~342v567^~19^~644	1
714^320^120^~472v916^406^~368v67^842^~714v~487	1
721^~280^94^~261^~176v~896^~651v849^87^18v32^~141^121^831	1
12^~456^~537^~141v646^~44^~994^577v913^~843v432^151^~643	1
~973^73^~102v362^530^~106^~460v475	0
945^~956^~998^~801^~982v~846v~653^~154^~702	1
2^975^~617^~154^971	0
301^366^~393^201^~952	0
~332^835^27^941v~117v717^~281v~307^228^~998	1
812^208^973^~572^262v992^428^316v903^97^679^~628v~950^117	1
~546^402v~397^~554v~870v~339v496^~590^~949^~177	1
215^269v~206^544v516^~387^~52^539	1
~476^~660v~459^349^~791^~68v448^~245v721v832^~713	1
~691^~97^~47v~374^362v707v~539	1
~29^260^86^~452	0
711^685^~580^880^474v~303^~608^~936^~257v~662^~24^~879v~224v~895^~520	0
301v~34^240v~508^~55^488^830^~821v53^~119v~142^434^~846^536	1
754^~959^396v~557^~810^497^~192^344v~731^~811v~775^~769^304^59^~82v512^367^~633	0
691v~254^~137^~993^~850^~191v675^117^~225v175^555^878^539v~534^498^~94^274^~332	1
~220	0
267^129	1
~579^~850v~343v808^829^~560^~68^928v618^~719^~508v254^~433^~480^344	0
385^857	1
~512^588^~515v260^939^597^408^600v~236^928^65^683^~442	0
102^~471^335v823^~239v~133^36^105v956v341	1
670^~113^991v98^~506^182v~412v~171^885^269^~80v~790^279^~934	1
658^~215^~850v217^~491^96^~307^553v~632^216^~553v~843^906^44	0
~402^946v722	0
482^679v~197^~602^~516v~697^~422^669^960v~595^~492^62^943^793v801^~448	0
~130^~495v~533^~819^~404^81v~627^319^983^~638v823^457	1
~557^793^~555^~654v~77^~162^74v266^353v114^~8^~998v~574^~48^~560^~763^~821	0
556^~386	0
~971^~98^360^885^596v237	1
~871^738v398^951	0
~102^~777^509^~531v347^~816^980^~927v~644^631^188^~258	1
