sent	label
3718^8449v~48^559^5038^3334v8014	1
7177^3583^6334^~824	0
6012^7177^5171^~7855^~1480v3287^~2733^~3652^967	0
8042^~7321^7962^6302^8732v695^~7714v1705^8863^~4726^~2631v~4386^7509^9459	0
~34^~1334v5233^5198^~5237v9015^4551^5273^~3858^9424	1
~6903^~8324v~4264v~5242^~6262^~6880^~5091^6041	1
1360^8625^~5539^~617v~749v~5347^~5560^~9372^5750v~652^~2749^~7132^7013v7553^~3717	1
~9613^~2801^6140^4088v5078^312^~3186v~2209v~8393	1
6581	1
6686^3381^~8955v2059^~2911v~3793^~4798v9801^9180^~1045^~6563^4253v~4259^90	1
~3956^~7025^2730^~8482^6437v2986^~1877^1629^~302^1379v2702^~4959^1923v6810^6894^7365^~5929v4375^~946^~9753^~8293^1591	0
8262v4186^~8291v7744^1817^~693v3389^4196^7966^~7967^~8501	1
1058	0
~9266^9365^~9630v~1510	1
~4047v6587^~5463^~9956^~178^8254	0
8792^~2927^~8799v8885^1179v4211v8729^6619^~6827v~3915^~171	0
~8422^2474^~4902^~5987^~1974	0
~9273v~6525^~1431v~8365^8702v300^6876^945^~2980	1
~8663^~6454^5798^8599v~3392^6012v1280^~68^9043^~1804v7548^~2381^2871	0
~6441v9176^2604^~8504^5970^~7545v6216^2^~2864^~8853v2468^8423^9694^~5420^6742v~173^~2238^~8565	0
1332^7487^~6574^9270^4360	0
~163^~9350^~9589^~1798v3612^4650^~6545	1
~4160^6247^551^~5622^1116	0
~3792^5677^~2281v9893^~4855v~4956^9576^9690^9085v~2140^~4548^~1476^~8637v~7416^4550	0
2042^~8545v~9207	1
3896^~9472^~114v~9824^~9582^~6344^8185v~6417^~7916v8608	0
5038v~7037v~4005^~8308	1
538^~3545^~6029v~4113	1
2219^~3846^~7063^~3737^9649	0
~3281^~1726^~7903^1357v~9078^~1319^~1021^6463^4592v~6401^4158^6372^~5041^~4330	0
~5568^1905^~725^~3786^~9985v3524^~4524^~2097^6951v~8279v6659^1821^~1570^5031v6268^~3216^6012^4773	0
~2368^1201^~1416^~8989^~9460v~8804^8326v207^~7705^~9562v3311^9921^~9026^9436	0
~7445^5272^2784^~2834v7367^~6848^~2198v~1129^~376v9404^6804	1
~1650^~2612^~9180^8535^~9812v~540^~3450v2678v5077v8532	1
~1768	0
9513^205^2645^~6947^~276	0
1133^~336^~2137v790v~9077^4229^3888v~7259^~9494^~2248^2265v6039^806^9178	1
8939v254^~7752^~4256	1
5601^9806^~7397^360^4641v~5114v7298^~1322^2592^8501^3499	1
5570^~8145^~3594^7364^~1009	0
1020^~3334^2520^6421v~8159	1
~6949^2838^4447^~3015v~2214^~444v3978^~5011^421^~6475	0
5605^~4228^~875v~90^~5650^7002	0
~432^~6769	0
~1899^~6107^~5964^6649v~4649v3924^6247v~1345^~907^~5460^~2987v4705	1
~9325^5374^2314^1072	0
~3402v6348^~2960^~416v570^~4445^~9912v6292^9873^~4127^8390^~2925v~7837^9624^4332^3220	0
~8853	1
5262^~7391^~3345^~336v1699^6368^6083^6064^5390v2720^~2762^~1267^9299v~9093^5374v~6430^~4624^~7930^~4232^8960	0
~468^1882^2161^~577	0
230^456^~6943v8624^7400^~7690^~9719v~7486^4576^~7294	1
~5375^7206v~8071^1335^9223^4139v~1351^~7324^~5592v7410^7651^963	0
~1363^803^5804^~471v~1845	0
2767v5993^~3496^4978v~607v~9039	1
7269^2314^3363^~9058^2689v~5060^~3872v~6438^3799^~902v~9673^~6110v8888^~7089^~8437^8855	0
~7535v9283	0
~6344^~4092	0
6340^1776^~7628^~2746v~9984^96^3986^~172^6840v483^~3982^~6642^9132	0
~6727^3373^9272	0
6323^9316^2321^~457^342v2544^~682^1144^9486v9905^790v3369^4091^~2717^~9952	1
9991v~5157^9266^~3158v~2925^~4431v~4244^~8942^5511	1
7513^~8719v5927^2254^~3736^9960^~6079v~8680^8850	0
5381^8220^~6431^5843v6138^5695^~516^~3766^~3621v7285^~5587^~7729^~6259^~5187v3276	0
9929^2547^3163	0
5724^~2480^~6096^~3148^9908v~4966v3454v~8807	0
~9389^~9420^~6695^8061v9310^~3603^1598	0
3938^5494^~1446^~1251v~8731v9858^~5870v~5502v~4305^~1341	1
~8198^~9906^2880v~4180^~5229^3610^7052v~4553^3786^9700v9666^202^~6269v~2989^2469^9130^~6582	1
9586^5505v~1335^4169v3250^8276^9552^850^~3128v~6931^5156^~7936	0
~9259^3554^~3289^~665v~8209v3205^~8555^~1271^1151^~5789v6509^~758^~9960^~1637	0
~9946^~9425v3643^9751^9898^~9426v~3362v~9937^~6663^3910^5596v~9060^9971	1
1608^~824	1
9363v6890^3379^~7776^~7135^~2866v5376^2944^13^1166	0
~7882v3265^~3552^6000v~1956v~2255v9422^~4155	1
7500^~7339^~2307v8354^~5434^~6647^~4622^4968v8657^~3580^3936	0
~1327^8869^3060^2997	0
~6412^~8831^7504^2992^~2184v9895^1057^~8560^~6715^6821v~8643^~5785^5052^2488v~4392v3490^3266^8898^~2104^~7611	0
~9522^68v~6991^9116^6393^~9905^7920v~2928	1
~3127v~3369^~7023^1176v9196^~4251^7962^~356^~6018v~3519^~299	1
2134^~9095^~6255v~198v2081^~9266^5096^787v8629^~6715^7385^3256	1
~2001^1947^8853^1026v8879^5290v4408^~5013^4688^822	0
~2247^~3429^9401^~4053^1224v~6810^8963^266^2282^~5616	0
2797^~7780^8345^~2019	0
2428^2263^7936^~908^~8150v6110^5859^2283^375v~2284^7631v~5399^~4551^~8774^4553	0
9798^3253^6000^7125v~7139^~4193	1
7076^~7475^9287^~1241^~2436v~5970v8531^~6081^489v3781^4628^3489^1434^~5231	0
~920v6942^~7558^~6263v~9272^~8273^9070v~3596^~4437^2433^290^4264v4985^~9126^4933^384	1
4384^8575v~6564^9951v346^~1445^~3029^5991	1
6715^~5865^7071^~912v1011v5923^~7079^137^~1271^~6063v3700v~1710^2731^~111^~6705^~5097	0
6592^3825^~4089^3000^~413v~1668^~3540^~6949	0
8188^~7692^6144v316v2306^~6020^~3419^~9731v6792^9957^5078^~5852^~1132	0
6644^1376^4613^~3202^2781v8587v9853^2343^~9683^4849v~3240^~5054^~6550^~5507^~8011	1
6188v~5252^4296^~8240^~6507v2957^~7261^6273^3234v~2671^2030^~7467	1
~8700^~863^212v1660^1861^~3487^2558	0
3260^~7974^~2751v~6772^3431v1185^8079^~7586^3359	0
1345v~8533^7799^2068^6461v7201^695^4478^9892^~9074	0
~1367^151v~4535^5635^9776	0
~5744^~2308^~5822^~55v~9665^658^~6693^3286^~8780v~3582^2681v3640^~3415v~6080^3813^~3437^~629	0
~6639^~3393v2078^~7841^~1268v~1406^~879^~514^~9000^6439v7739^4602	1
8532^~638^2276^6246v3300v~1918^~3538	1
~835^~5298^~504v~2185^~4443^8928^~5218^9544v3370v~1061^~230^5607	0
~8645	0
991^~8618^2390^~9210	0
~9910v~9729^~9914^~5365^9530^4840v5490^3092	0
~6086^~9688^~6622v3398^~5453^92^~5995^7872v~2924^9365	0
9029^7971^~6311^~8502^~4273v8465^~2258^~3335v8366^4338^~8576^7382v8701	1
740^~5369^9532v374^4634^~7015v~2087^~4063v9743^5976^~3122v~262^~7683^6796^7091	1
3252v~982^~7401^~7603^~7497v~2599v~2505^241^3250	0
~2560^~5887^9616^3912^~535v4342v~6266^~558^~8452v8421^~9127^3301^9826^575	1
8211^556^~6992^~9794v~2523^~5414^~4591v~2541^5535^514^~4064^~6732	0
7953^~9831^~4226v~786v~4657^~7154^~2840^1169^6446v~9368^1122	1
~8164^~2473	0
~3286^3894^~2825^146	0
1593^8762^~1125^3141	0
~1638^~8018^9034^9460v175^~1295	0
7272^~695^~4213^5554v6251v~4924^1368^5280^3780v4735^6313^~5673	1
~7364^8385^~9477^~1406v~4512^9441^~1616^4845	0
~8031v~7723v~5539^~5689	0
~3305^7537v4993^~1522^9058^9488v5282^~2179^1605^~427^1486v7292^~2573^4677	1
~3204^~6543^187^~7652^782	0
3063^6539^6923v1518^589^7092^9556^~4047v5642^7748v~169v~5767^~1103	1
~2330^4699^2919	0
5885^4501^~7504v9791^5681^8071^~7116v8607^8707^4157v7250^~3944^~9646^73	0
~8274^~7273^~8674v147^~2936^~3313^5928^9348	1
~2037^~760^5420^8578v3795^~9881^2844^~9526	0
~2044^1076^4706^~4947	0
6071^7591^~6309v~1062^5048^~2610^4613^6950v~4391^1758^1996^9738^9420v5257^~4777	1
2206^5299^~6479^~4417v~59^~4623^9273^3617^~6909v~987^~6875	0
1571^~6839^4920v2773^~5514^4641^6071^383v445	1
~5998^~8257^9132v3457v1492^~6961v~7775^~1570^9624	0
9711^~5226^~8237v6321v8549^~1610^7900^89v~1332^~2526^1728^~3029^7405v8363^~7627	0
2115^9217^2724^7981^~6999v8911v5197^6334^~30^~1398^9340v3325^608^~6571^3053^~6202	1
~2041^6652^9694^5213	0
~1448	0
795^4669^~4817^~6850^70	0
8742^~6048^3103v3250v~3861^~4898^~5054^~1530v~5872v~1888^9297^4801	1
4173^3830^~3566v6464v~5691^~2282^~4530v900^~9426^5592^1968	1
6685	0
~6969^8821^2547^4796	1
~1577^~1305^~7096^~450	0
~9997^2210^~5349^2317^~2475v2823^~4873	0
4992^3426^8038v~2568^2629^1315^~6662^~9152	0
~6994^6146^~4334^6519v~1906v3266^~7167^5254^7491^115v1090^9155^5010^~893v1929^2567^8693^~7101^~3370	1
~3887^~5555^8116	0
8759^~590^~4866^1991^8709v328^6564^5169^39v2373^~1150^~753^47^4765	0
~8660^~6714^9795^1564^~4127v~8644v7335^2436	1
~7229^5044^~7459^6968^~4768	0
~3347^7563	0
2978^~9969v~2996^~61^~1673v4538^~9130^~6526	0
7621^8027^~2593v3172^8334^~7275^~6419^~4175	0
3556^~6993v9596^5627^8641^412^6190	0
~4606^~4383^598v~1498v~8810^~7731	0
9694^~6674^7458^~2708	0
~799v1824^3456v1326^49	1
6569^4500^~8973^9629^~1391v6089	1
~6398^2917^9069^~9916v3961^~9583v1502^5570v~1813^~2736^~5646^6768^~3620v~6741^3045^3702^~672	1
4108^6484^3665v4362^7100v~4552^7407v1198	1
~2294^4583v4206^7361^~936^8046v6347^~3211^7916^~239^~9740v~7902^~7201^~9897^6890^8469v6166	0
~2614^3319^~3471^~960v1797^~248^4112v~6616^~2872^~6011^7217^~1415v4756^~9367^524^7880v4397^4249^135^~8432	0
2524^~5113v3861^~4878v9979^~3307^~3102v2990^~5699^~9704^9181	0
8250^~4723^2831v~3922^9041v~5521	1
2041^4671^~4009v~6745^2773^6134^~9571v2591^~3360v~2063^~8854v6103^~8261	1
~3140^~5740^1995^~665	0
~8811^9840^8647v~9265^4809^~4674v2486v~1124^5242^1748^8307^4961v7928^~9643^2996	0
3277^~9776^~4159^7976v9837^6390v~8620^9165^2564	1
~5650	0
6032^3091^~466^6843	0
~3152^~9064^~4943^~7166^6652v519^480^4123	1
6964^6182^~292^~3065^~2564v3358^3774v~211v1463^~9085^~989^6967	0
6863^457^8505^~2184v~5713^~5508^8500v~4611^~188^5937v~1264^3609^~5690^6371^~459	0
9496	1
2917^3479^~4169v3850^~7250^~2402v6549^~6766^2196	0
2927v~6696	0
~45^2190^~6621^3375	0
6483^4063^6060v~8442v~7129	0
~1273^~6475^8849^~5478	0
~5562^~8208^1164^8934v~4580^~8891v7954v~5554^~2445	1
9381v~3587^~855^~2468v1273	1
4907^1614^~4738	0
4958^191^~2693^~7363v2542^81^~6322	0
~8735v5127^~7481^~4794^~1893v~4372^5038^~3587^7275v~8727	1
~5439^~9741^2203v~9218^7087v3671^~6221^~5856^~2367v3530^~7117^1569	1
~1471^9079^~806^6225v7495^~9076^~868^~5872	0
3597^~6398^5779	0
~9594^9462^3460^4574^~3074	0
~664^~7533v475^2338^~3970^1816v6620^~6486^4611v4139^~963^~9288^5236	0
5421^~9600^1796v495^~8502^5290v~6706^6843^~8564^~6813v~1185^~2627^5229^~5563v1220^~8262	1
9402^3245^7116^~7401^~4498	0
~2929^7938^~222^8765^6347v8424^3649v~743^690v~232^8364^~2776v~8369	1
~3265^8216	1
1918^~2819^~4293^6260^~9079	0
~6686^~1006^2723^1973v1694^~4124	0
~4977^~2066v7603^6267	0
~4624^7845v~1736^~3193v~9524^~9003v~3410^~2092v~6264^~6152^1295^6991^4606	0
6463v5284v2223v~6357^~4451	1
1361^7759^~547v6276^3076v~1920	0
~3958^5284^5534^3639v9827v~311^5561^904^~276^~4717v7015^~5934^6689^2517	1
7415^3883^6342^6048^2057v~6980^~9595^~9504v3152^6515^~6134^~6510^5382v1143^~8570v~5452^9435^5452	0
~2245^~1064	0
~6934^~8254^6452^2811v~4539^~5686^8671^~1318v3103^~8124^1773^3703^8155	0
~1608^681v645^~4786v~9441^~7366^9032^~5728v~1145^~9666^373^5193^~2255	0
~9718v6865^2425v9475^6127^8887^7380^2644	1
3160^~6476^~3446^~4031^7135	0
~7390^6922	0
~1064^~3531^2788^7543^2024v8618^7826v~1985^6143^6332^4535^~8545v3130^~1230^~7448^5090	0
1184^9005^~6024^~8160^2850v1193^~6616^~3842^~4461^5706v~1689^~7634^~8495v5461^1944	0
~6083	0
~1618^~7990^4936	0
5567v~3014^6881	1
5944^1866^3966^7172v~4003^~6757v~1258^2747^3541^~3677^~3730v4547^6194^~1417^8893v~6107	0
~3928^5418^4445^~7222v5621v~711^4976^~5518v4235	0
8977^~5507^~5475^~7467v~3824v~5150v~4119^~9637^2384^~4746v5984^2154^~7112^~3428	1
~3237^~4783^~1040v~7845^1439^14v~2141^~3446^1559^~3338^5729	0
~1873^~8214^~1761	0
~7530^1729	0
~9378^~6975^~5423v6908v~9783^~6085^~7822^~3944^4290v~1511^~2570^~4074^5938^6072v7812^~5654^~617	1
~1971^3304^2725^5345^6405v4849^~1162^5568	0
~4253^6227^7473^6740v6583^~5020^1153^~330^8067	1
2569^~7123^9182v~8955v~1414	0
7340^9582^~7000v5468^2540^85	0
7737^9287^2717	0
~4122^976v~5412^~4048v3995^~4457^~715	0
~4371^~1764^~5181^~4547^~5338v326^7520v5397^~2386v~5720^2720^~9518^9390	0
~6197^7893	0
~6360^1330^1438^~6554^4777v8638^9852^~510^~4276v450^4258^3243^~7297v~9715^6182^~8533^~4825v2771^~1754	1
~4556^~9782^4808^4414v3883^3421^1215v~8025^~8787^3328^183	1
~3234^665^~1470^6504v6228^~5102v~4888^76v~1633^~543^~8903^1475^~6130v6180^~5143^9690	1
~8697^~9870^2842^~479v~8127v~8190^1506v~9053	1
~5837^1567^328^~5344v6345^480^2690^~3640^6066v4041^~5745^9381v~6222^~9516^~585^9995^~6468	0
~16	1
~2531^~4581^~9391v2457^3029^6776^6569^4996v2045v~8942^~8887	0
~1350^~9507	0
4364^~6677^3151	1
~2376^~5466v~2525^2986^3505v3217^1882^9039^6659v~1352^3244^1600v4724^~8331^~3236^2514	0
~4296^~4705^~404^~5375v~7141^7046v~1318^~2777^3367^~6332^3929v9252^8815^~3295^~257^~82	0
3767^6140^~2567^~123v~58^~3854	0
6256^216^8806^2167^~4724v5469^5585^1488^640v~2043^~1884	1
9629^~2985^57^~2815^~4822v4848^7929^~4690^~7320^~5168	0
~786v~621^8731^3030^~3742^2507v~3303^2413^~8309^~8714	1
~4366^~4311^7910^7045	0
533^~5106^9054^~7376v2131^5770v~1044^2785v2715^~7287	1
~2382v3941^8811^~3819^1833v3221^3747^455	0
~8788^~9543^~359^7324^1599v1149^~521v~61^5471^~5958^~6128v2760^~4710^5352^6209v885	1
2392^2180^~2914^~5193v4402^~5624^4713v~753^5926^7500^~9250v~1430^~4159	1
7296^1960^~1369^3383v5576^7365^~1094^1626v~9883^~582^5456	1
~1693^~3624^~7403^6720^~8785v1668^532v9566^28^~9991^~446^~6251v3750^~9053v8161^~2025^9861	1
~6533^1097^~9066v6529^7904^~7401^680v~4644^~5939^4345^898^~3806v~6822	0
~4832v~456^6207	1
914v~6392v~8125^3103^2293^6337^6156	1
~4789^~2909^~3786^~383^7886v~6454^7752v6874^~6340^~4158^~3971v3821^9691^~8903^5943^5271	0
~4200^5390^~8754^~5894v4061v~2515^4678^~5906	1
3171^6664	0
~467^6914^~5635^9641	0
6534v6922v9494v2933^7316^~8578^3302^6950	1
~7030^~3197^~106^5244v~3368^~6868^8516^6476^294v~7748	1
~7852^~5825v~7243v~9057^9469^~8990v~7014^~7157^~3472v~6891	1
~5458^515^~933^9180^1718v~5641	0
~876^~8259^5323^~4259^5554v~4606v~298^~9951^~3764^8275v4802^~8249^~26^7392v~193^~5782^~9225^2427	1
~6195^4292^~70v~8591^~1141^3941v6036^~3874^6472v2681^1095	0
~7253^~6670^~2677v53v4453^~9047^8270^~8779^~9893v~1619^7174	1
9378^~1093^~6708^~6711^~4819v~230^~2238^9056^5018v1942^~1638v~4905	0
~4078^6240v4450^1679^~9866v1606^~9731^~5157^~3322^6063v~7860	1
8181^9055^~3593^~6715	0
9866^408^~9863v~2922v~201^9197^~7651^~4117v~8430v2734	1
1169^4555v~2918^1286^~222^~9407v~2294^~2442^~2433^5744	0
8604^~6761^~4708v~8604^~9437^5241v~9874^7409^~4896v4519^4687^3119^6758	1
~6031	1
~2682^7363v~2943^~9296v4284^2404^~9801^~618v8320^6334^~7448^8127^~1524v~1560^7621^2394^3625^1593	0
~4475^~5174^~3126^~7141^8127v~5466^~3925^4450v~9188^4133v~4834	1
1758^561^532v888^4637^~3559^~7215	0
~8054^9352^2139^~8786v6020^~3693^~4129^3417^4306v~913^~8738^7322	0
2770v~4316v5626^~9337^1401^~8510v6595^7794^8265^9500	1
3362^8871^~5096^~6001^3463	0
7704^~4731^~8706	0
~2410^~9713^~707v874	1
9899^3270v~7687v2241^7984^~3525^2987v~1518^~1711v1017	1
1487^~366^~8v8056^3323v~2225^708^1013^6684	1
~5425^~9527v5711^6672^~7186v2256^4309^5514^~4151v3113^~1426^~2818v311^8765	0
540^6354v597^5254v4174^~8838^2067v~9921^4855	1
1904^~539^~3555	0
909^3106^3167^1100^8600v5140^~8374^~2277v9777^4612	0
~9479v~7436	1
~5498^~7608v~2423v1309^~5281^8568	1
~2413	1
683^8812^4302^7144v~828v~6666^215^9092^3769^~7068v1163^~8899v9251^2206^4578	1
~6023^4804^~9502^8348^~6896v6594^162^~3585^~4411^8297v4356^968^~2655v1974	1
2534v~8354^4411^~2767^~3048^~6838v~1588^~3197v~808	0
4758v1868^~6674^2168	1
~8526^6700^2916^3443v~3200v4602	0
~5754v560^~7452v1518^~2781^8341^~5826v9523^9983^~3994^559	1
~1205^2748^8488	0
6270^6576^~6569^4607v~3532^~7035^~3603	1
~9661^~7104^8437v2256	0
8604^2544^~4025	0
4593v8890^~1776v~4286^4844^~2467^7610^~9522v~1445^~2688^9478^~1027^6307	1
~5918^~2370^~9482^~6048v~7840	1
5200v2390^~8886v5888^8984^~3351v8278^8385^~7711^~2204v4272^923^5164	1
~9762v5992^~5664^~9036v~6332^~4424^~6052^~9399	1
8603^1085^8588v~8857^3572v6406^4744^~1355	1
~4082^~6660^8252^4145^1767v1211^9396^~4694v~3061^~7185^6740^5931	0
5127^85^~9032v5615v~136^~8685^~1753^3706^~2293	1
~2917^8591^~2074^2644^7958v~2269	1
280^~2704^~3560^~7271^~2099v~1689^~9217^4273v5634^~1999^5099^~4997v~3132^1570	0
5059v~8645^6904v~5359v3690^~3957^~2959^~4294v7932^6271	1
1284^~6638^3022v~1591^3847^~7254v5620^~6271^~5969v8511^9500v~8388	0
9869^4931^6800v8926^467^6787^~7406^~5762	0
~1616^8761^~3423^134v3820^7916^171v7482v7435^8198^~781^~1986^~7282	1
~2680^~965v~1942^3998^~5652^~5263^855v7943^~6659^~3305^7264^6609v7281^4272^~6450^~346^~2832	0
~1107^~1697v~333v~157^~7023^~747v~9751^4685^~2977^~6671^5076v150^~2226^9588^663	0
534^323v9502^3823	0
~2259^5752^~4520^4326v~6593^~4404^~1580v~2932^1162^5764^~9924^~205v6574^~9878^8036^1460v4866^~8101^9000^~7341^8619	0
986v~849^~7640v~9389v~1609^~2721^7191^~9767^~1174v~8243^~843^~4335^3665^~8963	1
~4540^~8753^2650^2290	0
~6509	0
~7968^5487^~3072^~8292^~3867v~647^~7238^4746^1628v~206^~4242^~4089v4654	0
4041v~7435v~1769v21^4532v879^9430^~9382	0
~9685^8302^~3520^~5301^5466v~8301^~1585^~2140^3714^2504v9682^~4919^~8872^2732^~1125	0
7881^~3902v~7175^~5367v6514^~8621^2650^8645^9922v~5612^~6099^~4028	0
7423^6546v2923^3133^~3994^8482^2442v~1983^9575v6158^~4473^~5504^7944	1
~3027v~7464^~2600^~8703^~4295v9647^9841^1098^7270v~3332^3650v6217^5564^4688^~9572	1
9091^~8232^~6431^~8408v3010^9263^~125^6774v~5486^7636^~3217v~7422^3308^~4679^~5716^3165v4131	1
~5136^~895^7166^~5954^~9326v~9713^8810^~7019^8063v8080^~3533^4198v9167^4616v5208^9543^6567^6586	0
3630v3284^6351^~5758^961	0
3733^~3799v~616^~9435^~4734	1
~6579^~3387^9293v3364^~8821^~3854	0
2754v2736^~953^~1502v8577^7496^~3955^~7721^~3688	0
~274^1014v~6289v~3460^1985^1573^4119^5734	0
1731^6996^6269v4981^~7040^~5988^3240	0
4806^7089v~7859^~2624	1
425^~985^~3117^~5123^~6390v5746v~9576v8467	1
5138^941v384^2388^~1086v2396^6683^3064^~5931^~4938v~5764^~5173^5174^~710v1140^3115	1
~9914^8709v3194^6390^9996	0
~4737^~5829^7189^~516^~9075v3208^~3839^~3469^~3612^1752v2455^3434^~1368^7815^9694v3589^2649v~6893^~3691^~9126	0
1252	0
6324^~8727^606v9093^6959v~1276^~7740^1348^2271	0
4624v4810^8794v5845v~997^1520^~2458^7773^8107	1
7455^~6567^~7730^919	0
6560^~1638	0
~5155v4998^~653^48^3687^~3162	0
7339^9157^6768^1980^9234	0
5841	1
4672v~6656^3620v~2324^3254v793^~8542	1
~5920^~9415^8397^5134^~7612v5781^4456^~4776v1954	1
5155^~6424v~6090v~7108	1
~7076^~3002v5752v~7087^~1105^~9918v1940^~5246^706^5302	0
~4195^~8318	1
~5101^4945^4815^2872	0
~3361v~8030^~3988v~2771^836^~7619^9886v~5201^~2667^~9309^~184^5736	1
~6162^~3735v4693^2663^~4682^~4908^4265v5828^~8046^~4373^~2459^7039v~8769^4459v4977^~8690^1662^5998^9659	1
~9089^7743	0
3499^~7841^~1204^~1627	0
3446^2005^825^~9702^3724v8382v~4987v~2989^~1564^6489^7456^~6779	1
1027^~689v~7607^3902^2229^2843^~6356v6298^~957^2693v~2302^3898^~7959^2633v8001^~2280^9218^~2805^~7954	0
~8490v~2516^~9563	0
~784^~5801^~9793^9005	0
~9988v~4417^~1589^~6321^~3333v~8562^~24^~1375^~2812v~550	1
~4254^~6756^~7754	0
~1363v3050^~7468^~1387^~6145^9160v4317^~6406v~2490v~4666^2283	1
4179^~3526^5879^7041^~7616v2266^~6283	0
~3395^~8596^991^7821^4500v800^~1790^8703v9602^7940^~2659^~6995^~3883v3593^9971^~3749^4900^~5027v5672	1
~7861^~1024^3390^~8524^3961	0
1898^3493^7707^~5818^~6772v2308^~3145^6409^~2451^5848v~3815^~4854^~1000^3040v9847^~5265^8894^7944^~6357	0
~7588^~9133^~6875^~467v3122^9301^~2542^~6757v~1827^7762v~1614^~5038v1196	1
~1087^5885v~1572^~6927^~3171v5593^1611^~3674^~7106^9605	1
~2956^~704v~3019^6306^~9066^2540v114^~1088^~4818	0
~9457^303^~4514v7676v~385	0
4858v~1304^~698^5531^8844^~303v9129	1
2839^3407^6343^~4973^~8283	0
222^3653^~8744v9319^8735^~4476^~6423	0
~674^~5773v6427^~2533^~6610	0
~5505^~1358^9766^~6581v~2423^~9016^6420^~8146^~3214v~623v997^~3806^3047^~7602^~8568v8175	1
~5747^~1929^8603^~3367v218^4618^6776v6491^6396^6752v7031v419^2255^~9263	0
6478^~918^~2554^~7618^202v~1517^4402v6617^~3748^~8883^~2538^3409v~4655	1
5549^9829^~4209^~4951^~5814v~2424^4790v~6144^9832^3154^~5546^~5292v~9115^595^~311^2980^4987	0
~5076^~2988^965^500^2033	0
1438^2791^185v~6546^3931^~3057^~7535v~8191^6714^5892v1567^~3854v~9083^8831	1
~3837v~9887^8045^3773^5728^~5072	0
2770^~6745^2219^2621^~8226v3673^7378v~3037	1
9237^2200^6592v~2963^~6876^~8057^2356v9641^~4476^~1836^5142v1947v~6783^~7649^~2148^4890^~4145	0
7271^9853^9590^6811^2203v1593^~4101^~4914^~4702	1
~9857^4313^~1344^~6551v~1885^7340v~2929v~4169	1
6712v~5924^~2466^723^~5694^~1976	0
~4036^~5464^~9669v3983^1626^4767^2992v~8570^~5294^~1026^~877^~3395	0
3794^~2069v9069^2655v1834^~8881^9618	0
8031v8842v390^~5568v~2631^4794^9346^1370	1
5264^3691^~1975v~3363^~9291^4834^~308^6726v~8166^4034	0
935v1714^3483^~8004^7904	1
9032^5206^1879v5239v8479^~2565^~2681	0
~7017^~4595^4767v774^6496^~4391^7805v8872^~5683v~510^~797^1869^7113^~8809	0
~3260^2775^8649^~4681v4753	0
~393^~9696^6558v~1623^6990^~8915^~531v1692^~9003^~3988v6624^2851^~1406^8597	0
~7667^6584	0
~5451^7684^~8815v~4652^4865^8854^9888^~4189v7396^~291^~4088^7652^~3569v~2452^~2491^~6309^5711v3298^5047^~1653	1
6808^~437^4294^7438^5870v~865^549^~9332^~5105v~3561^8365	0
6161v8558^~7383^~3568v~1862v~9185^~5997^~6577	0
4744v6349^~2813	1
~3542^511v~8232^~719^1375v~507^3826^5583	1
6070^~3033^~2965^~6463^~297v7785v~6773^~7199^~9638^9395^3988v~1826^~9367^4970^8692v~9027^~8977^~9709^~8243	1
~1414^4186^4778v~47^5122^7114v7229^9867^8981^~5450	0
4547^~2783^~6164^7831^~9814v4v2689^8701^8464^7202^~4586v2042^~8854^4011^3195v~5821^2971	1
~7284^9342^2414^2047^1504v9782^4731^3577^6407^~92v~2561^5817	0
~47^4473^~1569^~2728^~7744	0
~2436^7300v1369v~8396^726^6727^~469^~3820v~274	1
7283^~9046v2631^952	1
5384^~5898v~3893^6306^~9811^8033^~6613v~5099^5927^~6458^2034	0
7887^~6568^~194v~1854^~9008^8881v4891^~5793^3099v~7787^~6053^~2387v2770^~7334^~5029	0
4432^6917^2927^1574^413v1993v7781^~5257^8880^~1138v1301^3382^3178^6357	1
~5829^~1069^~9957^6092	0
~1183v~9870v488^1083v~3885^2985	1
~3016^5674^~8407^626v~3108^9149^~9997v5148^2258v~4953^1447^~4251^~3491^9624	1
~8155^4230v~4162^6497^7344	0
~4323^~2724v2345^7991^~6437^~7086^~789	0
6672	0
7253^~1588^6113v~2145v~6503^2422^~8088^7165^5007v3880^8741v2582^~1928^4131^4281	0
1469	0
~6622^7316^9012v~8143^1239^~8835^~374v~1388v4514^~1988^8071^7495v8072^~6725	0
~8311v9911v~6950v5447^~758^2642^6144	1
~6296v~7041^3980^4604v~6713^4672^~9664v~3804^~4835	1
~9705v8137^~6092^3045^1356v~8060^4870	0
~938^~8207^~2958^8406v~8989^~8211	0
~9529	1
82^~9390^~3511^1943v347^~6416^~4960v7489^3014^~2058	0
3821v1517^~830v4819	1
~1846^~4178v8844^8943^~1243^3103	0
~5407^5264^~9701v8078v8290v~302^~6709	1
~4385^3986v~7361v8711^3002^9331^6933v~3945^5050^6229^~6366v1107^~7463	1
~1011^~7878v~9502v8511^~2056v~542	1
~3768^~8972^~5407^8269^8760v~6779^4245^6529^9297^2729v8430v7696^~8258^~7764^6876v5385^701^1169^~8082^5485	0
5988^~440^5779^1509^~6329	0
4399^201^5382^~8881^5161	0
~3235v7452^~4523^3745^~9875^~557v~5017^~5085^~6354^~284^908	0
~1255v1292v~6457^4852v~297^~4717^~1976^7513	1
8207v~3258v9596	0
