uid	iid	label	time
472	566	1	875982727
472	401	1	875982727
472	554	1	875982771
472	768	1	875982771
472	672	1	875982771
472	1091	1	875982804
472	416	0	875982867
472	226	1	875982867
472	217	1	875982867
472	548	0	875982867
472	29	1	875982867
472	501	0	875982868
472	810	1	875982922
472	404	0	875982922
472	567	1	875982922
472	780	1	875982922
472	374	0	875982922
472	78	0	875982967
472	739	1	875982967
472	449	1	875982967
472	1119	1	875983023
472	665	1	875983023
472	746	1	875983023
472	562	1	875983023
472	550	1	875983066
472	373	1	875983129
472	393	0	875983129
472	391	0	875983129
472	365	1	875983129
472	1139	1	875983231
472	658	1	875983231
472	356	0	875983231
472	1228	1	875983270
472	1029	1	875983321
472	232	1	875983321
472	1090	1	875983321
472	951	0	875983426
472	1248	1	875983427
472	771	1	875983427
472	1210	0	875983484
472	1036	1	875983484
802	258	1	875984532
802	286	0	875984532
802	302	1	875984532
802	1025	0	875984637
802	326	1	875984637
802	294	1	875984637
802	288	0	875984637
802	323	1	875984722
802	358	0	875984722
802	687	0	875984722
802	748	1	875984776
802	678	1	875984776
802	327	0	875984861
802	266	0	875984938
802	879	1	875984938
802	259	0	875984938
802	260	1	875984938
802	330	0	875985031
802	263	0	875985032
802	261	0	875985032
802	304	0	875985142
802	196	0	875985239
802	657	1	875985239
802	484	0	875985239
802	135	1	875985347
802	134	0	875985347
802	197	0	875985347
802	665	1	875985469
802	183	1	875985469
802	176	1	875985469
802	98	1	875985601
802	56	0	875985601
802	185	0	875985601
802	234	1	875985601
802	201	1	875985601
802	443	1	875985686
802	447	0	875985686
802	448	0	875985686
802	436	1	875985686
802	440	0	875985686
802	200	1	875985686
802	445	0	875985686
802	219	1	875985767
802	672	0	875985767
802	217	0	875985767
802	218	0	875985767
802	674	0	875985768
802	444	1	875985840
802	669	0	875985840
802	396	0	875985840
802	559	0	875985840
802	569	0	875985840
802	573	1	875985840
802	53	1	875985840
802	441	0	875985840
802	769	1	875985976
802	452	1	875985976
802	379	1	875985976
802	567	1	875985976
802	565	0	875985976
802	563	0	875985976
802	331	1	875986155
802	670	1	875986155
802	646	1	875986155
802	264	1	875986155
802	300	1	875986155
802	333	1	875986155
802	681	1	875986155
802	184	1	875986155
802	194	1	875986155
802	299	1	875986155
802	424	0	875986303
30	321	1	875988547
30	304	1	875988548
30	301	1	875988577
207	58	0	875991047
207	642	0	875991116
207	134	1	875991160
207	458	0	875991160
207	205	1	875991160
779	50	1	875992279
779	926	1	875992442
779	275	1	875992583
779	7	0	875993165
779	255	1	875993165
779	471	1	875993165
779	257	1	875993201
779	111	1	875994324
779	596	1	875994324
779	118	1	875994324
779	284	0	875994401
779	125	1	875996809
779	1028	1	875996932
779	21	1	875996932
594	242	1	875997093
779	411	0	875999002
779	447	1	875999211
779	195	1	875999211
779	509	0	875999211
779	71	1	875999285
661	258	1	876012997
661	222	0	876013121
661	647	1	876013356
661	514	0	876013398
661	135	1	876013398
661	174	1	876013447
661	185	1	876013447
661	69	1	876013492
661	178	1	876013492
661	209	1	876013492
661	140	0	876013552
661	531	1	876013552
661	161	1	876013588
661	657	1	876013714
661	615	1	876013774
661	189	1	876013850
661	318	1	876013935
661	50	1	876013935
661	28	1	876013975
661	165	1	876013975
661	197	1	876013975
661	64	1	876014060
661	179	1	876014125
661	173	1	876014469
661	357	1	876014469
661	496	1	876015530
661	71	1	876015530
661	210	1	876015530
661	408	1	876015530
661	181	1	876015607
661	96	1	876015607
661	215	0	876015657
661	566	1	876015688
661	480	1	876016491
661	8	1	876016491
661	238	1	876016491
661	427	1	876016491
661	1	1	876016545
661	433	1	876016545
661	228	1	876016545
661	180	1	876016545
661	144	1	876016580
661	972	0	876016581
661	194	1	876016667
661	603	0	876016726
661	48	1	876016726
661	423	1	876016726
661	428	1	876016726
661	199	1	876016726
661	707	1	876016858
661	70	1	876017029
661	52	1	876017029
661	169	1	876017294
661	168	1	876017294
661	515	1	876017294
661	31	0	876017533
661	1035	0	876017717
661	498	1	876017801
661	204	1	876017801
661	216	1	876017933
207	597	0	876018471
207	281	0	876018471
207	685	0	876018471
207	827	0	876018501
207	841	0	876018501
207	546	0	876018553
207	742	1	876018580
207	591	0	876018608
207	291	0	876018608
207	628	0	876018608
233	511	1	876021120
233	483	1	876021170
233	187	1	876021170
233	50	0	876021213
233	14	1	876021262
233	9	1	876021262
886	268	1	876031109
886	288	1	876031122
886	328	0	876031173
886	153	0	876031279
886	54	0	876031279
886	12	1	876031279
886	318	1	876031308
886	187	1	876031309
886	184	1	876031309
886	191	1	876031309
886	7	1	876031330
886	196	0	876031365
886	194	0	876031365
886	23	1	876031365
886	56	1	876031365
886	11	1	876031365
886	188	1	876031365
886	589	0	876031365
886	96	0	876031392
886	180	1	876031392
886	181	1	876031392
886	156	1	876031413
886	28	1	876031413
886	1	1	876031433
886	238	0	876031459
886	435	0	876031459
886	410	1	876031459
886	1170	0	876031481
886	92	0	876031481
886	475	1	876031501
886	50	1	876031501
886	512	0	876031526
886	48	1	876031526
886	172	1	876031527
886	175	1	876031550
886	546	0	876031550
886	160	0	876031550
886	128	1	876031551
886	168	1	876031573
886	64	1	876031573
886	200	0	876031573
886	4	0	876031601
886	357	1	876031601
886	710	1	876031601
886	47	1	876031601
886	518	1	876031601
886	228	1	876031601
886	367	1	876031622
886	55	1	876031622
886	483	1	876031656
886	789	0	876031656
886	558	0	876031656
886	150	1	876031656
886	201	0	876031695
886	157	1	876031695
886	657	1	876031695
886	159	0	876031695
886	216	1	876031695
886	1019	1	876031695
886	628	0	876031695
886	474	1	876031720
886	240	0	876031720
886	89	1	876031720
886	20	0	876031739
886	208	0	876031764
886	591	0	876031765
886	939	1	876031765
886	403	1	876031765
886	1073	1	876031805
886	27	0	876031829
886	178	1	876031829
886	218	0	876031829
886	209	1	876031850
886	237	1	876031850
886	544	1	876031850
886	919	1	876031869
886	15	0	876031869
886	65	0	876031870
886	212	0	876031897
886	234	0	876031932
886	69	0	876031932
886	173	1	876031932
886	182	1	876031932
886	204	0	876031932
886	496	1	876031952
886	24	1	876031973
886	772	0	876031973
886	177	1	876031973
886	584	1	876031993
886	813	1	876032029
886	582	0	876032029
886	732	0	876032029
886	425	1	876032029
886	10	0	876032030
886	195	1	876032030
886	171	1	876032072
886	1267	0	876032072
886	941	0	876032072
886	214	0	876032072
886	1010	1	876032103
886	101	1	876032103
886	581	1	876032103
886	233	0	876032126
886	176	1	876032143
886	433	0	876032165
886	100	1	876032187
886	49	1	876032187
886	692	0	876032225
886	231	0	876032247
886	42	1	876032248
886	943	0	876032248
886	71	1	876032274
886	273	0	876032274
886	9	1	876032274
886	1324	0	876032308
886	381	0	876032308
886	506	1	876032308
886	3	0	876032330
886	58	1	876032331
886	227	0	876032331
886	98	1	876032352
886	419	0	876032353
886	22	1	876032378
886	685	0	876032378
886	282	0	876032378
886	132	0	876032399
886	68	0	876032422
886	53	0	876032422
886	423	0	876032422
886	66	0	876032442
886	127	1	876032472
886	87	1	876032473
886	636	0	876032473
886	709	0	876032473
886	959	0	876032473
886	746	0	876032473
886	144	1	876032509
886	229	0	876032509
886	1067	1	876032509
886	202	0	876032509
886	81	1	876032531
886	95	1	876032531
886	241	1	876032531
886	265	1	876032553
886	1119	1	876032553
886	466	0	876032577
886	467	1	876032577
886	17	1	876032596
886	1208	0	876032596
886	222	1	876032615
886	239	0	876032635
886	1093	0	876032654
886	118	0	876032673
886	179	0	876032673
886	235	0	876032739
886	174	1	876032739
886	396	0	876032739
886	217	0	876032776
886	733	1	876032776
886	663	1	876032823
886	1048	1	876032840
886	79	1	876032884
886	5	0	876032929
886	826	0	876032929
886	26	1	876032929
886	380	0	876032929
886	549	0	876032929
886	799	0	876032973
886	232	0	876032973
886	568	0	876032973
886	655	1	876032973
886	63	0	876033015
886	129	1	876033015
886	803	0	876033015
886	164	1	876033053
886	623	0	876033069
886	33	1	876033088
886	183	1	876033088
886	230	0	876033106
886	43	0	876033134
886	393	0	876033181
886	108	1	876033200
886	94	1	876033200
886	147	1	876033228
886	67	1	876033228
886	686	1	876033228
886	762	1	876033228
886	559	0	876033265
886	62	0	876033265
886	385	0	876033293
886	781	1	876033340
886	726	0	876033340
886	761	1	876033368
886	697	0	876033368
886	2	1	876033368
886	824	1	876033413
886	715	0	876033434
886	405	0	876033434
886	371	0	876033435
886	186	1	876033460
886	833	1	876033460
886	721	1	876033460
886	566	0	876033461
886	161	1	876033478
886	29	0	876033576
886	1217	1	876033602
886	117	0	876033624
886	1074	0	876033645
886	631	1	876033645
886	659	1	876033731
886	1065	1	876033731
886	472	0	876033755
886	1046	0	876033755
886	449	0	876033784
886	783	0	876033784
886	1231	0	876033828
886	388	0	876033850
886	693	1	876033897
886	819	1	876033897
886	76	1	876033897
886	1095	0	876033897
886	451	0	876033965
886	1303	0	876033987
886	1467	1	876033987
886	364	0	876034006
886	1209	0	876034041
886	399	0	876034041
886	384	0	876034074
886	1489	0	876034074
886	651	1	876034074
886	790	1	876034095
886	1421	0	876034174
886	1435	0	876034174
886	801	0	876034205
886	578	1	876034205
886	80	0	876034228
886	1228	0	876034228
661	183	1	876035466
661	527	1	876035679
661	86	1	876035679
661	200	0	876035896
661	443	1	876035933
661	218	0	876035933
661	164	1	876035968
661	145	0	876035968
661	219	0	876035968
661	665	0	876035999
661	436	1	876036043
661	573	0	876036043
661	501	1	876036190
661	95	1	876036190
661	418	1	876036240
661	172	1	876036358
661	294	1	876036384
661	300	0	876036477
661	118	1	876037058
661	255	0	876037088
661	756	0	876037089
661	762	0	876037121
661	471	1	876037167
661	274	1	876037199
661	237	1	876037519
661	121	0	876037619
200	258	1	876041644
200	304	1	876041644
200	243	0	876041719
200	325	1	876041719
200	276	1	876041895
200	125	1	876041895
200	742	1	876042133
200	410	0	876042204
200	151	0	876042204
200	25	1	876042234
200	117	1	876042268
200	121	1	876042268
200	118	1	876042299
200	225	1	876042299
200	222	1	876042340
200	148	1	876042340
200	1060	0	876042340
200	455	0	876042340
200	1	1	876042340
200	924	1	876042368
200	147	1	876042451
200	7	1	876042451
200	473	1	876042493
200	756	0	876042493
200	717	1	876042493
200	685	1	876042493
200	840	1	876042525
200	826	1	876042556
200	841	0	876042556
200	596	1	876042584
200	760	1	876042753
200	363	0	876042753
200	930	0	876042790
200	597	1	876042824
200	411	0	876042824
200	1049	0	876042922
200	929	1	876042979
514	45	1	876061444
514	209	0	876062951
514	234	0	876063765
496	268	1	876063784
496	288	0	876063810
496	333	0	876063848
514	13	0	876063880
514	195	1	876063938
514	1047	0	876063961
496	7	1	876064168
496	181	1	876064168
496	246	1	876064198
496	150	0	876064230
496	222	0	876064290
496	147	0	876064356
496	109	0	876064357
496	10	1	876064845
496	825	0	876065015
496	252	0	876065105
496	743	0	876065190
496	183	0	876065259
496	483	1	876065259
496	22	1	876065259
496	480	0	876065289
496	168	0	876065324
496	173	1	876065349
496	705	0	876065382
496	484	0	876065382
496	1286	0	876065382
496	485	0	876065477
496	1401	0	876065499
496	172	1	876065558
496	186	1	876065558
496	228	0	876065588
496	651	0	876065610
496	17	0	876065645
496	318	1	876065693
496	652	1	876065693
496	195	1	876065715
496	607	0	876065822
496	659	0	876065822
496	633	0	876065822
496	96	1	876065881
496	132	0	876065881
496	156	0	876065933
496	528	1	876065933
496	469	0	876065962
496	56	1	876066009
496	135	0	876066038
496	64	0	876066064
496	28	0	876066153
496	164	0	876066153
496	421	0	876066229
496	495	0	876066300
496	443	0	876066353
496	196	0	876066374
496	136	0	876066424
496	774	1	876066424
496	154	0	876066424
496	496	0	876066424
496	417	0	876066465
496	1444	0	876066465
496	1063	0	876066485
496	174	1	876066507
496	204	0	876066531
496	77	0	876066531
496	133	1	876066567
496	99	0	876066598
496	746	0	876066633
496	432	1	876066652
496	42	1	876066676
496	227	0	876066794
496	378	0	876066794
496	97	0	876066848
496	418	0	876066848
496	419	0	876066874
496	433	1	876066904
496	661	0	876067001
496	11	1	876067022
496	33	1	876067108
496	660	0	876067108
496	143	0	876067146
496	68	1	876067192
514	796	1	876067205
496	506	0	876067215
496	721	1	876067215
514	211	0	876067235
514	109	0	876067235
514	73	1	876067258
496	509	0	876067272
496	625	1	876067306
496	88	0	876067346
496	1459	1	876067376
514	709	0	876067380
514	274	1	876067433
496	151	0	876067445
514	210	1	876067462
514	239	1	876067462
496	141	0	876067493
514	778	1	876067546
514	715	1	876067592
514	393	0	876067592
496	526	0	876067597
640	304	1	876067605
514	1074	1	876067623
514	384	0	876067623
496	142	0	876067686
640	210	1	876067710
496	416	0	876067754
640	174	1	876067863
496	1074	0	876068100
496	559	1	876068153
496	699	0	876068220
496	842	0	876068249
496	1091	0	876068433
496	380	0	876068433
496	561	1	876068582
496	206	1	876068615
496	38	0	876068615
496	1041	0	876068615
640	1067	1	876068799
496	420	0	876069927
496	393	0	876069951
496	158	0	876069951
496	961	0	876070655
496	53	0	876070655
496	229	0	876070655
496	1614	0	876070690
496	356	0	876070764
496	155	0	876070859
496	1157	0	876070937
496	1133	0	876070957
496	94	0	876070975
506	455	0	876070976
496	554	0	876070997
496	1229	0	876071097
496	1060	0	876071243
496	426	0	876071419
496	1473	0	876072548
496	190	1	876072632
496	191	1	876072632
496	532	1	876072633
496	39	1	876072633
496	921	1	876072633
496	89	1	876072633
496	50	1	876072633
496	277	1	876072633
496	727	1	876072633
496	98	1	876073160
860	302	1	876074139
860	303	0	876074139
860	333	0	876074177
207	414	0	876078916
207	792	0	876079016
207	239	0	876079016
207	866	0	876079054
207	787	0	876079054
207	73	0	876079087
207	238	0	876079087
207	25	1	876079113
725	321	0	876103700
725	288	0	876103725
725	294	0	876103726
725	748	1	876103744
725	358	0	876103744
725	322	1	876103762
725	245	1	876103793
725	873	1	876103794
725	264	0	876103811
543	367	1	876105366
543	761	0	876105554
725	181	1	876106206
725	15	1	876106206
725	111	0	876106206
725	9	1	876106243
725	1197	0	876106243
725	276	1	876106243
725	879	1	876106729
725	328	1	876106729
725	333	1	876106729
725	19	1	876106729
725	301	1	876106729
725	286	1	876106729
725	300	1	876106729
725	100	1	876106729
207	1012	0	876109074
543	748	0	876110379
43	879	1	876159838
634	294	1	876170101
634	292	0	876170101
634	628	1	876170992
634	274	0	876170992
634	819	0	876171049
634	477	0	876171093
92	190	1	876174729
92	1214	0	876174925
92	125	1	876175004
92	432	0	876175031
92	181	1	876175052
92	87	0	876175077
92	78	0	876175191
92	383	0	876175191
92	1211	0	876175395
798	1066	0	876175427
798	1469	0	876175427
798	142	0	876175427
798	463	0	876175467
798	95	1	876175467
798	140	1	876175467
92	739	0	876175582
92	1212	0	876175626
92	274	1	876175626
92	278	0	876175640
92	1040	0	876175658
92	408	1	876175704
92	284	0	876175733
92	7	1	876175754
798	419	1	876175937
798	420	0	876175937
798	623	0	876175980
798	768	1	876175980
798	1076	0	876176043
798	417	0	876176043
798	584	0	876176071
798	1503	0	876176071
798	465	1	876176115
798	795	0	876176160
798	400	0	876176160
798	138	0	876176160
307	24	1	876176161
798	432	1	876176259
798	941	0	876176561
798	52	0	876176979
798	81	0	876177211
798	1285	0	876177330
798	162	0	876177353
798	703	1	876177414
798	660	0	876177436
798	1139	0	876177661
798	1539	0	876177839
711	286	1	876185488
711	258	1	876185488
711	181	1	876185574
711	111	0	876185574
711	50	1	876185648
711	475	1	876185673
711	121	0	876185726
711	257	0	876185726
711	763	0	876185767
711	283	1	876185788
711	1115	1	876185812
711	676	1	876185812
711	476	1	876185832
711	250	0	876185855
711	275	1	876185855
711	222	0	876185896
711	744	1	876185896
711	151	1	876185920
711	25	1	876185920
711	10	1	876185943
761	258	1	876189585
761	288	1	876189614
761	748	1	876189614
761	294	0	876189664
761	358	0	876189689
761	678	0	876189689
761	326	0	876189715
761	988	0	876189715
761	245	1	876189715
761	243	0	876189749
761	1157	1	876189775
761	50	1	876189795
761	148	1	876189829
761	402	0	876189829
761	261	0	876189871
761	289	0	876189871
761	688	0	876189913
761	877	0	876189931
761	457	0	876189950
761	263	0	876189950
761	222	1	876190025
761	127	0	876190025
761	1197	0	876190025
761	1287	0	876190072
761	181	1	876190072
761	1	0	876190094
761	293	1	876190130
761	295	1	876190130
761	275	1	876190130
761	1272	0	876190160
761	283	1	876190160
761	123	0	876190160
761	235	0	876190182
761	7	1	876190206
761	508	0	876190206
761	477	0	876190235
761	9	0	876190235
761	1014	0	876190256
761	117	1	876190314
761	15	1	876190314
761	864	1	876190336
761	471	0	876190336
761	147	1	876190370
761	742	0	876190370
761	278	1	876190370
761	151	0	876190394
761	1012	0	876190417
761	237	1	876190417
761	455	0	876190439
761	546	1	876190468
761	476	0	876190468
761	426	0	876190510
761	214	0	876190510
761	205	1	876190511
761	201	0	876190511
761	1558	0	876190511
761	458	0	876190623
761	1152	0	876190623
761	628	1	876190689
761	924	1	876190723
761	1163	0	876190752
761	282	1	876190752
761	1277	0	876190752
453	258	1	876191239
453	515	1	876191626
275	304	0	876197368
275	294	1	876197443
275	515	0	876197552
275	181	1	876197615
275	117	0	876197615
275	257	0	876197645
275	405	0	876197645
275	597	0	876197678
275	121	0	876197678
275	118	0	876197678
275	930	0	876197904
275	825	0	876197904
275	826	0	876197904
275	252	0	876197944
275	472	0	876197944
275	450	0	876198296
275	230	0	876198296
275	50	1	876198296
275	227	0	876198296
275	228	1	876198296
275	229	0	876198296
275	222	1	876198296
207	107	0	876198301
275	449	0	876198328
275	380	0	876198328
275	62	0	876198328
207	15	1	876198392
207	4	1	876198457
452	456	0	876209837
452	1057	0	876215627
452	1013	0	876215773
452	1089	0	876215899
452	245	0	876216206
554	288	0	876231123
554	678	0	876231229
554	294	0	876231229
554	245	0	876231229
554	100	0	876231441
554	9	1	876231468
554	286	1	876231521
554	742	0	876231546
554	237	0	876231570
554	275	1	876231634
554	819	0	876231688
554	117	1	876231777
554	222	1	876231802
554	1012	0	876231839
554	273	0	876231839
554	546	0	876231886
554	411	0	876231886
554	756	0	876231938
554	1	0	876231938
554	15	1	876231964
554	845	0	876231993
554	864	1	876231993
554	696	0	876232023
554	1284	0	876232053
554	220	0	876232109
554	595	0	876232109
554	597	1	876232176
554	820	0	876232176
554	21	0	876232212
554	121	1	876232267
554	282	0	876232267
554	274	0	876232317
554	866	0	876232486
554	252	1	876232528
554	717	0	876232553
554	69	1	876232682
554	238	0	876232682
554	13	0	876232730
554	596	0	876232758
554	582	0	876232758
554	28	1	876232758
554	22	1	876232794
764	286	1	876232900
554	202	1	876232956
554	265	1	876232956
554	223	0	876232996
554	209	1	876232997
764	321	0	876233034
554	11	1	876233069
764	323	0	876233088
554	527	1	876233137
764	294	0	876233213
764	100	1	876242649
764	273	0	876242649
764	9	1	876242649
764	50	0	876242649
764	1152	0	876242755
764	13	0	876242755
764	275	1	876242851
764	151	1	876242912
764	15	1	876242945
764	845	1	876242972
764	25	0	876243015
764	284	1	876243015
764	118	0	876243046
764	596	0	876243046
764	743	0	876243100
764	819	0	876243159
764	7	1	876243159
764	864	1	876243232
764	282	1	876243291
764	278	1	876243343
764	742	0	876243410
764	274	0	876243410
764	237	1	876243440
764	597	1	876243440
764	222	1	876243440
764	696	0	876243465
764	591	0	876243572
764	756	0	876243595
764	111	1	876243595
764	717	0	876243644
764	411	0	876243668
764	595	1	876243703
764	405	1	876243772
764	21	0	876243794
764	125	1	876243795
764	281	0	876243854
554	191	1	876243914
764	472	0	876243925
764	220	0	876243925
764	820	0	876243953
764	106	0	876243990
764	1057	0	876243990
764	252	0	876244023
764	245	1	876244181
764	866	1	876244181
764	1028	1	876244181
764	1012	1	876244181
764	280	1	876244181
764	1	1	876244181
764	255	1	876244181
764	56	1	876244472
764	1284	0	876244529
764	70	1	876244559
764	223	0	876244625
764	11	1	876244652
764	191	0	876244688
764	2	0	876244856
764	176	1	876244856
764	1046	1	876244895
764	200	1	876244895
764	318	1	876244991
764	531	1	876244991
764	98	1	876244991
764	496	1	876244991
764	633	1	876244991
764	64	1	876244991
764	289	1	876244991
764	69	1	876244991
764	117	1	876244991
764	121	1	876244991
764	28	1	876245069
764	143	1	876245331
764	173	0	876245383
764	432	1	876245421
764	4	0	876245421
764	174	1	876245475
764	216	1	876245520
764	22	1	876245549
764	89	1	876245837
764	218	1	876245837
764	939	1	876245880
764	140	0	876245940
764	132	1	876246236
764	747	0	876246291
764	202	1	876246312
764	692	1	876246358
764	86	0	876246358
764	227	1	876246358
764	231	0	876246409
764	588	1	876246409
764	371	0	876246436
764	732	0	876246475
764	95	1	876246475
764	673	1	876246504
764	946	1	876246555
764	77	1	876246687
764	693	0	876246687
764	31	1	876246687
764	99	1	876246687
798	443	0	876249370
798	769	0	876249507
772	304	1	876250442
772	331	1	876250551
772	264	1	876250551
772	328	1	876250551
772	323	1	876250551
130	332	1	876250582
130	1089	0	876250718
130	1014	0	876250718
130	147	1	876250746
130	121	1	876250746
130	249	1	876250746
130	363	0	876250781
130	1028	1	876250805
130	1088	0	876250805
130	1034	0	876250833
130	250	0	876250833
130	281	1	876250850
130	1277	1	876250897
130	3	1	876250897
130	546	1	876250932
130	974	1	876250932
130	291	1	876250932
130	252	1	876250932
130	290	0	876250955
130	532	1	876250955
130	833	1	876251037
130	742	1	876251053
130	472	1	876251072
130	930	0	876251072
130	122	0	876251090
130	413	0	876251127
130	1278	1	876251127
130	148	1	876251127
130	236	1	876251160
130	929	1	876251160
130	105	1	876251160
130	254	0	876251160
130	1244	1	876251192
130	1095	0	876251192
130	1079	0	876251217
130	1279	1	876251217
130	411	1	876251217
130	1013	1	876251287
130	928	1	876251287
130	1276	1	876251312
130	1245	0	876251312
130	827	1	876251312
130	820	1	876251312
130	1049	0	876251341
130	934	1	876251341
130	975	1	876251357
130	407	0	876251388
130	1215	0	876251389
130	932	0	876251389
130	619	1	876251409
130	443	1	876251446
130	419	1	876251515
130	58	0	876251619
130	761	0	876251650
130	5	1	876251650
130	469	1	876251693
130	568	1	876251693
130	128	1	876251728
130	772	1	876251804
130	959	1	876251865
130	230	0	876251895
130	54	1	876251895
130	188	1	876251895
130	731	0	876251922
130	403	1	876251922
130	143	1	876251922
130	949	0	876251944
130	53	0	876251972
130	366	1	876251972
130	746	1	876252012
130	939	1	876252041
130	944	1	876252042
130	729	1	876252042
130	67	1	876252064
130	1058	1	876252064
130	33	1	876252087
130	802	1	876252136
130	62	1	876252175
130	665	0	876252175
130	567	0	876252225
130	552	1	876252225
130	392	1	876252243
130	38	1	876252263
130	210	1	876252288
130	1275	1	876252288
130	554	1	876252288
130	541	0	876252307
130	2	1	876252327
130	1220	1	876252343
130	1136	1	876252373
130	739	1	876252420
130	226	1	876252420
130	765	1	876252420
130	219	1	876252472
130	393	1	876252472
130	420	1	876252472
130	1246	0	876252497
130	84	1	876252497
130	63	1	876252521
402	286	1	876266650
402	258	1	876266650
402	257	1	876266701
402	137	1	876266701
402	13	0	876266701
402	9	1	876266741
402	126	1	876266741
402	475	0	876266741
402	275	1	876266741
402	50	1	876266741
402	408	1	876266741
402	135	1	876266775
402	182	1	876266775
402	511	1	876266775
402	529	1	876266775
402	234	1	876266826
402	12	1	876266826
402	1	1	876266860
402	245	0	876266860
402	515	1	876266860
402	748	0	876266860
402	181	1	876266860
402	455	0	876266886
402	100	1	876266904
402	25	1	876266926
402	124	1	876266926
402	864	0	876266926
402	222	1	876266948
402	255	1	876266948
402	237	1	876266948
402	151	1	876266984
402	1284	0	876266984
402	10	0	876266985
402	476	0	876266985
402	764	0	876266985
402	1048	0	876266985
402	410	0	876266985
402	127	1	876267014
402	276	1	876267014
402	696	1	876267014
402	235	0	876267014
402	273	1	876267014
402	1060	0	876267041
402	591	1	876267041
402	111	1	876267041
402	471	1	876267041
402	116	0	876267067
402	628	0	876267067
402	7	1	876267068
402	19	1	876267096
402	118	1	876267096
402	16	0	876267096
402	15	1	876267115
402	42	1	876267173
402	228	0	876267173
402	48	1	876267173
402	483	1	876267173
402	117	0	876267173
402	710	0	876267206
402	168	1	876267206
402	204	1	876267206
402	480	1	876267206
402	479	1	876267206
402	96	1	876267234
402	1101	1	876267234
402	32	0	876267235
711	185	1	876278721
711	958	1	876278721
711	134	1	876278804
711	42	0	876278831
711	64	1	876278860
711	180	1	876279059
711	170	1	876279059
319	302	1	876280242
319	332	1	876280289
319	879	1	876280338
452	455	0	876297413
452	172	1	876297413
452	1410	0	876297577
452	1534	0	876298233
452	288	0	876298593
452	286	1	876298932
452	1255	0	876298932
452	475	0	876299004
452	191	1	876299004
82	286	1	876311004
82	9	1	876311146
82	50	1	876311146
82	596	0	876311195
82	7	0	876311217
82	181	1	876311241
82	1	1	876311241
82	919	0	876311280
82	14	1	876311280
82	100	1	876311299
82	237	0	876311319
82	455	1	876311319
82	477	0	876311344
82	276	1	876311344
82	15	0	876311365
82	222	0	876311365
82	121	1	876311387
82	284	1	876311387
82	546	0	876311423
82	111	1	876311423
82	405	0	876311423
82	147	0	876311473
82	274	0	876311492
82	235	0	876311517
82	288	0	876311518
82	151	0	876311547
82	1028	0	876311577
82	826	0	876311646
870	477	1	876319062
870	13	1	876319137
870	21	0	876319159
870	154	1	876319311
407	202	1	876338150
407	101	0	876338186
407	447	0	876338249
407	1	1	876338278
407	161	0	876338279
407	118	0	876338309
407	144	0	876338453
407	159	0	876338453
407	796	0	876338663
407	229	0	876338691
407	163	0	876338691
407	568	0	876338730
407	40	0	876338799
407	99	1	876338883
407	502	0	876338883
407	418	1	876338910
407	218	1	876338946
407	427	1	876338966
407	660	0	876338986
407	466	0	876339101
407	162	1	876339101
407	747	0	876339940
407	191	1	876339940
407	85	1	876339975
407	67	0	876339975
407	629	0	876339975
407	25	0	876339975
764	527	1	876339982
407	423	1	876340001
407	1118	1	876340043
407	712	0	876340043
407	972	0	876340120
407	88	0	876340144
407	4	1	876340144
407	715	1	876340239
407	196	1	876340318
407	151	1	876340363
407	82	0	876341409
407	732	1	876341443
407	785	0	876341444
407	203	1	876341467
407	443	0	876341493
407	231	0	876342031
407	399	0	876342618
407	123	0	876342671
407	382	0	876342706
407	1230	0	876342822
407	158	0	876342927
407	121	1	876343028
407	265	0	876344062
407	739	0	876344062
407	274	0	876344287
407	402	0	876344329
407	29	0	876344410
407	1263	0	876344668
407	708	0	876344712
407	393	0	876344736
407	449	0	876344772
407	72	1	876344772
407	232	0	876344993
407	226	0	876345024
407	1041	0	876345492
407	1188	0	876345492
407	94	1	876345492
407	635	0	876345934
601	258	1	876346344
601	1296	0	876346344
601	324	1	876346383
601	294	0	876346515
601	288	0	876346515
601	259	0	876346515
601	325	1	876346551
601	260	1	876346633
601	100	1	876346757
601	50	1	876346810
601	127	1	876346810
601	1084	1	876346849
601	276	1	876346890
601	475	1	876346890
601	109	1	876346930
601	250	1	876346930
601	151	0	876346930
601	508	1	876346964
601	222	1	876347039
601	181	1	876347039
601	15	0	876347040
601	21	0	876347113
601	107	1	876347113
601	410	1	876347113
601	1079	0	876347148
601	123	0	876347148
601	455	1	876347148
601	9	1	876347196
601	740	1	876347196
601	257	0	876347224
601	591	0	876347267
601	121	0	876347267
601	118	0	876347320
601	864	0	876347320
601	125	0	876347320
601	225	0	876347462
601	284	1	876347523
601	1028	0	876347557
601	1047	0	876347557
601	840	0	876347599
601	473	0	876347665
601	405	0	876347765
601	476	0	876347765
601	763	1	876348035
601	1615	1	876348107
601	411	0	876348107
601	148	0	876348140
601	928	0	876348140
601	472	0	876348177
407	186	1	876348198
601	287	0	876348215
407	756	0	876348232
601	934	0	876348285
407	569	0	876348296
601	820	0	876348316
407	405	0	876348318
407	62	0	876348318
407	219	1	876348318
601	834	0	876348381
601	743	0	876348410
601	178	1	876348526
601	98	0	876348526
601	174	1	876348572
601	318	1	876348572
601	671	1	876348572
407	400	0	876348583
601	195	0	876348611
407	859	0	876348639
407	1044	0	876348639
407	729	1	876348660
407	508	1	876348660
